:	157 221 160 227 
ROOM	178 217 223 226 
NO.	228 217 254 227 
8,	258 217 269 227 
SALADANA	275 217 353 226 
Issuing	439 220 485 232 
Office	489 220 527 230 
Address	531 221 585 230 
:	635 221 638 228 
349	653 217 678 226 
Business	682 217 742 226 
Point,	746 217 782 227 
Unit	788 217 814 226 
No.204	818 217 871 227 
CHAWL,	178 230 234 240 
KURAR	239 230 290 238 
VILLAGE	294 230 355 238 
205,2nd	653 230 706 240 
Floor,	711 230 748 240 
Near	753 230 785 239 
Sai	788 230 809 239 
Service,	814 230 866 240 
ACHARY	177 246 239 254 
DHARM	244 246 296 255 
SURWARAJI	301 246 388 254 
Western	653 245 708 254 
Express	712 245 765 256 
Highway,	769 245 829 256 
MARG	178 258 222 267 
Andheri	654 260 705 268 
(E),	709 259 732 271 
Mumbai	736 260 788 268 
-400069.	793 260 850 269 
NORTH	178 273 230 282 
MALAD	234 273 284 282 
(E)	289 273 308 284 
Phone	438 276 480 285 
No	485 276 503 285 
:	635 277 639 284 
022-42563641	652 275 749 284 
/	751 275 756 283 
42563640	759 275 825 284 
Greater	179 289 229 298 
Mumbai	232 289 285 298 
(M	289 288 306 299 
Corp.)	310 289 351 300 
E-mail	439 291 479 300 
Id	484 291 496 300 
:	635 294 639 301 
mumbai.affinity@starhealth.in	656 291 849 303 
(Part),	179 301 218 312 
Mumbai	221 302 272 310 
(Suburban),	179 314 255 325 
Maharashtra	256 314 338 323 
-400097	344 314 397 323 
Place	440 308 476 317 
of	480 308 493 317 
Supply	496 308 542 320 
:	635 311 639 318 
Phone	21 329 63 338 
No	67 329 85 338 
:	157 331 161 338 
/8108860772/	179 330 273 339 
Fulfiller	438 325 485 334 
Code	489 325 525 333 
:	635 327 639 334 
SO170000	654 325 724 333 
E-mail	21 344 62 353 
Id	66 344 78 353 
:	157 347 161 353 
Rohitwayne12@gmail.com	178 344 351 356 
Intermediary	436 346 566 362 
Code	574 346 625 358 
:	648 348 651 355 
LC0000000371	668 344 811 357 
Proposer	21 362 80 373 
GSTIN	84 362 128 371 
:	151 365 154 372 
-	176 368 182 370 
Proposal	20 380 77 391 
date	81 380 110 389 
:	150 383 154 390 
13/03/2010	177 381 249 390 
Name	436 377 493 390 
:	647 378 651 385 
M/S.TURTLEMINT	664 377 866 389 
Date	21 399 51 408 
of	55 399 68 408 
Inception	72 399 131 410 
of	135 399 148 408 
first	151 399 175 408 
policy	179 399 217 410 
:	235 402 238 409 
13-MAR-2010	253 399 345 408 
INSURANCE	664 397 799 410 
BROKING	806 397 916 410 
Renewal	22 420 78 429 
Year	82 420 114 429 
:	155 422 159 428 
Thirteenth	175 420 241 428 
Year	245 420 277 429 
SERVICES	665 418 778 431 
PRIVATE	785 418 887 431 
Collection	19 441 84 450 
Number	88 441 141 450 
:	157 442 160 449 
1071000794	180 441 261 450 
LIMITED	664 439 766 452 
Collection	21 459 85 468 
Date	89 459 119 468 
:	157 460 161 467 
06/04/2023	179 457 253 467 
Phone	436 470 498 483 
No	503 470 531 483 
:	648 472 651 479 
Premium	23 477 82 486 
:Rs	86 477 107 486 
19,951	114 477 156 487 
/-	164 477 173 485 
18002660101/9937775334	668 470 911 483 
CGST	22 493 64 502 
@9%	69 493 104 503 
:Rs	109 493 131 502 
1,796/-	138 493 186 503 
SGST	195 493 236 503 
/	239 494 244 503 
UTGST	248 493 298 503 
@9%	302 494 337 503 
:Rs	341 495 363 504 
1,796/-	370 494 417 504 
Stamp	23 509 65 520 
Duty	70 509 100 520 
:Rs	104 509 125 518 
1	136 510 141 518 
/-	145 510 158 518 
Total	165 510 199 519 
Premium	204 511 262 519 
:Rs	265 510 286 519 
23543	289 510 331 519 
/-	334 510 344 518 
E-mail	438 504 503 517 
Id	509 503 529 517 
:	648 504 651 511 
statement.invictus@turtlemin	658 503 952 516 
t.com	661 526 714 536 
Total	23 545 58 554 
Premium	64 545 125 554 
In	130 546 142 554 
Words	146 545 191 554 
:	222 547 225 554 
Rupees	231 545 282 556 
Twenty	286 545 337 557 
Three	346 545 386 554 
Thousand	389 545 459 554 
Five	465 545 494 554 
Hundred	498 545 557 554 
Forty	563 545 599 557 
Installment	685 546 748 553 
Facility	751 545 792 555 
Optn	795 545 824 555 
:No	828 546 848 553 
Three	23 558 63 567 
Only	67 558 99 569 
Premium	24 576 75 583 
Payment	79 576 131 586 
Frequency	135 576 196 586 
:Annual	200 576 244 584 
Installment	358 577 422 585 
Amount	425 577 475 585 
Rs.	481 577 499 585 
0	507 577 515 585 
PERIOD	23 596 79 606 
OF	83 597 104 606 
INSURANCE	108 597 198 606 
FROM	212 597 255 606 
:	268 600 272 606 
06/04/2023	283 597 364 606 
23:17	369 597 411 606 
TO	486 597 507 606 
:	534 599 537 606 
Midnight	549 596 616 608 
Of	621 596 639 606 
05/04/2024	644 596 725 606 
Policy	806 596 849 607 
Term	854 596 889 604 
:	894 598 897 605 
1	904 596 909 604 
Year	915 596 946 604 
Details	25 630 77 640 
of	82 630 98 640 
Insured	103 630 160 640 
Persons	166 630 230 640 
:	236 633 239 640 
No.	659 627 684 637 
of	689 627 704 637 
Persons	710 627 772 637 
Insured:	779 627 841 637 
3	853 628 862 638 
SI.	25 653 40 661 
Name	91 654 126 663 
Sex	200 652 222 660 
Date	244 652 272 660 
of	275 652 288 660 
Birth	292 652 322 660 
Age	337 652 362 662 
in	366 652 376 660 
Relationship	397 651 475 661 
Sum	511 651 538 659 
Insured	542 652 589 660 
Cumu.Bo	614 651 671 660 
ID	706 653 719 661 
Card	722 653 751 661 
No	756 653 773 661 
Pre	809 654 830 662 
Existing	834 654 884 664 
Inception	915 652 972 662 
no.	22 666 41 672 
Yrs	347 663 368 671 
with	392 662 418 670 
Proposer	423 662 479 672 
(Rs.)	536 662 564 672 
us	620 664 634 670 
(Rs.)	643 662 671 672 
Disease	823 665 872 673 
Date	930 663 958 671 
1	30 685 36 693 
RAVINDRA	72 685 148 694 
M.	152 685 167 693 
M	206 683 218 692 
28/04/1972	247 686 321 694 
50	349 687 366 696 
SELF	418 684 455 693 
150000	525 685 574 693 
37500	626 685 667 693 
1022363-1	704 684 771 693 
No	821 684 839 693 
PED	844 684 874 693 
13/03/2010	909 683 982 693 
SAKPAL	91 697 148 707 
declared	819 697 875 705 
Optional	25 720 77 730 
Covers	81 720 125 728 
Opted	129 720 166 730 
:	171 722 175 728 
Gold	179 720 206 728 
Plan:	211 720 239 728 
No	244 720 260 728 
Hospital	391 719 442 729 
Cash:No	446 719 499 727 
Patient	611 720 654 728 
Care:	657 720 689 728 
No	694 720 711 728 
2	29 755 38 763 
RASIKA	63 755 116 764 
SAKPAL	121 755 178 763 
F	208 754 217 763 
18/11/1977	248 756 321 764 
45	349 757 366 767 
SPOUSE	406 754 467 763 
150000	525 755 574 764 
37500	626 755 668 763 
1022363-2	704 754 774 763 
No	821 754 839 763 
PED	844 754 874 763 
13/03/2010	909 753 982 763 
declared	819 767 875 775 
Optional	25 790 77 799 
Covers	81 790 125 798 
Opted	129 790 167 799 
:	171 792 174 798 
Gold	179 790 206 797 
Plan:	211 790 239 797 
No	244 790 260 797 
Hospital	391 789 442 799 
Cash:No	446 789 499 797 
Patient	611 789 654 797 
Care:	657 789 689 797 
No	694 789 711 797 
Entered	16 831 61 840 
by	65 831 79 841 
:	116 832 119 838 
SH61269	125 830 179 838 
For	655 827 674 834 
Star	678 827 702 834 
Health	706 827 743 834 
and	746 827 768 834 
Allied	772 827 804 834 
Insurance	808 827 865 834 
Company	869 827 925 837 
Ltd.	929 827 950 835 
Approved	17 848 73 858 
by	77 848 91 858 
:	117 849 120 855 
SH61269	126 848 180 856 
R.Mor	745 850 832 877 
IRDAI	16 886 65 897 
Regn.	71 886 118 900 
No	125 886 146 897 
129	155 887 184 897 
Authorised	741 881 804 889 
Signatory	808 881 863 891 
Corporate	16 904 101 917 
Identity	107 904 169 918 
Number	175 904 242 915 
L66010TN2005PLC056649	254 904 474 915 
Email	16 920 62 930 
ID	69 920 86 930 
:	92 922 96 930 
support@starhealth.in	102 920 293 933 
Please	747 926 782 933 
see	785 928 804 933 
overleaf	806 927 848 933 
2	873 925 882 933 
of	903 926 916 934 
4	924 925 933 933 

Attached	26 71 89 81 
to	93 72 107 81 
and	111 71 137 81 
forming	141 71 196 83 
part	201 72 228 83 
of	232 71 246 80 
Policy	251 71 294 83 
No :	298 71 326 80 
P/170000/01/2024/001672	351 70 526 80 
3	29 162 38 171 
ROHIT	67 162 113 172 
SAKPAL	116 162 174 172 
M	206 162 219 171 
11/12/2001	248 163 319 173 
21	349 165 365 174 
DEPENDANT	391 162 482 171 
150000	525 163 574 172 
37500	626 162 668 172 
1022363-3	704 162 774 171 
No	821 161 840 171 
PED	844 161 874 171 
13/03/2010	909 161 982 171 
CHILDREN	399 175 475 184 
declared	818 175 875 184 
Optional	24 197 78 208 
Covers	81 197 125 206 
Opted	129 197 169 207 
Gold	178 197 206 206 
Plan:	210 197 239 206 
No	243 198 260 207 
Hospital	391 197 442 207 
Cash:Yes	446 197 505 205 
Patient	610 197 654 206 
Care:	657 197 691 206 
No	694 197 711 206 
IMPORTANT	19 265 98 274 
THE	18 281 49 290 
INSURANCE	53 280 140 290 
UNDER	144 281 196 290 
THIS	199 281 234 290 
POLICY	237 281 292 290 
IS	296 280 311 290 
SUBJECT	314 280 384 290 
TO	387 280 408 290 
CONDITIONS,	412 280 508 291 
CLAUSES,	512 280 586 291 
WARRANTIES,	591 280 695 291 
EXCLUSIONS	699 280 795 290 
ETC.	799 280 832 290 
ATTACHED.	839 280 925 290 
IN	19 293 34 303 
THE	41 293 71 303 
EVENT	78 293 128 303 
OF	135 293 156 303 
HOSPITALIZATION	162 293 296 303 
OF	304 293 325 303 
INSURED	332 293 398 303 
PERSON,	406 293 472 303 
INTIMATION	479 293 565 303 
SHOULD	572 293 635 303 
BE	642 293 663 303 
GIVEN	670 293 716 303 
TO	723 293 745 303 
THE	751 293 782 303 
COMPANY	789 293 865 303 
IMMEDIATELY,	872 293 977 304 
HOWEVER,	19 306 98 317 
WITHIN	102 306 155 315 
24	159 306 176 315 
HRS	180 306 211 316 
FROM	215 306 258 315 
THE	261 306 292 315 
TIME	295 306 331 316 
OF	335 306 356 315 
ADMISSION.	359 306 447 315 
Sector	19 343 65 353 
Classification	69 343 170 353 
Urban	21 367 57 376 
Toll	19 386 45 396 
Free	50 386 81 396 
No :	85 386 113 396 
1800 425 2255 /1800	118 386 261 396 
102	265 387 290 396 
4477	293 387 326 396 
Email:	346 386 389 396 
support@starhealth.in	394 386 550 398 
Fax	572 387 597 396 
No:	602 387 625 396 
1800 425 5522.	631 386 731 396 
Please	18 401 68 412 
check	73 401 117 412 
whether	120 401 179 412 
the	183 401 206 411 
details	211 401 258 412 
given	263 401 302 413 
by	307 401 325 414 
you	328 403 356 414 
about	361 401 402 411 
the	406 401 429 411 
insured	434 401 488 412 
persons	492 403 551 413 
in	555 401 568 411 
the	572 401 595 411 
proposal	601 401 664 413 
form	667 401 701 412 
are	705 403 729 411 
incorporated	734 401 825 413 
correctly	829 401 892 413 
in	896 401 909 411 
the	914 401 937 411 
policy	941 401 984 414 
schedule.	18 416 88 426 
if	94 415 103 425 
you	107 417 134 428 
find	139 416 166 426 
any	171 417 199 428 
discrepancy,	204 415 296 428 
please	301 416 349 428 
inform	355 416 400 426 
us	406 418 424 426 
within	428 416 471 427 
15	477 416 495 426 
days	499 416 535 428 
from	539 416 573 426 
the	578 416 601 426 
date	606 416 639 426 
of	644 416 659 426 
receipt	664 416 714 428 
of	718 416 733 426 
the	736 416 760 426 
policy,failing	766 415 853 428 
which	860 416 902 426 
the	907 416 931 426 
details	936 416 984 426 
relating	18 430 72 443 
to	76 430 90 440 
the	94 430 118 440 
insured	122 430 175 440 
person	180 432 230 442 
given	234 430 274 443 
in	278 430 291 440 
the	295 430 318 440 
policy	322 430 365 443 
schedule	369 430 435 440 
are	439 432 462 440 
deemed	466 430 526 440 
to	530 430 545 440 
have	549 430 584 440 
been	588 430 625 440 
accepted	629 430 696 442 
by	700 430 718 443 
you.	721 432 752 442 
Nominee	19 457 82 467 
Details	85 457 133 467 
Nominee	151 487 213 497 
Details	218 487 265 497 
for	273 487 294 497 
the	297 488 320 497 
proposer	324 490 388 499 
Appointee	705 487 778 498 
Details	785 487 833 497 
S.No.	32 515 70 524 
Name	165 515 205 524 
Relationship	319 511 407 523 
Age	460 513 488 524 
%	529 516 544 525 
Appointee	614 510 686 521 
Name	631 523 671 532 
Age	749 516 778 527 
Relationship	841 511 929 523 
with	312 524 341 533 
proposer	346 526 409 536 
with	835 524 864 533 
Nominee	869 523 932 533 
1	48 551 54 560 
RASIKA	125 550 181 559 
SAKPAL	183 550 241 560 
Spouse	332 549 382 561 
45	462 550 479 559 
100	524 551 548 560 
The	15 592 41 602 
wording	45 593 96 604 
mentioned	101 593 170 602 
below	174 593 214 602 
appearing	216 593 282 604 
under	286 593 324 602 
Coverage	327 592 391 604 
Il	396 593 404 602 
(M)	408 592 429 603 
in	434 593 445 602 
policy	449 593 488 604 
wording	491 593 543 604 
stands	546 593 591 602 
deleted.	594 593 646 602 
"Note:	15 605 56 614 
Yoga	60 605 95 617 
and	99 605 124 614 
Naturopathy	128 605 208 617 
systems	212 606 266 617 
of	269 605 283 614 
treatment	285 606 349 614 
are	352 607 374 614 
excluded	378 605 437 614 
from	440 605 470 614 
the	474 605 495 614 
scope	498 607 538 617 
of	542 605 555 614 
coverage	558 607 619 617 
under	623 605 661 614 
AYUSH	664 605 715 614 
treatment".	719 605 791 615 
In	18 626 30 635 
witness	33 626 83 636 
whereof	86 626 140 635 
the	143 626 164 635 
undersigned	168 626 250 638 
being	254 626 290 637 
authorized	294 626 362 636 
by	366 626 383 637 
and	386 626 411 635 
on	415 628 432 635 
behalf	436 626 477 635 
of	480 626 494 635 
the	496 626 518 635 
company	521 627 581 637 
has	585 626 609 636 
set	614 627 635 636 
his	638 626 656 636 
hand	661 626 694 636 
at	701 627 715 635 
Zonal	718 626 755 635 
Office	759 626 799 635 
-	806 630 812 633 
Mumbai	815 626 869 635 
on	872 628 889 635 
12th	894 626 922 635 
Day	926 626 952 637 
of	956 626 969 635 
April	16 639 47 650 
2023.	50 639 87 648 
Permanent	14 657 82 665 
Exclusion	85 657 147 665 
Details	151 657 193 665 
Insured	27 674 85 685 
Name	90 674 135 685 
ID	300 672 316 683 
Card	321 672 357 683 
Permanent	615 674 699 684 
Exclusion	704 674 780 684 
Disease	786 674 847 684 
Entered	16 831 62 840 
by	65 831 79 841 
:	116 832 119 838 
SH61269	125 830 179 839 
For	655 827 675 835 
Star	678 827 702 835 
Health	705 827 744 835 
and	746 827 769 835 
Allied	772 826 805 835 
Insurance	808 827 866 835 
Company	869 826 926 837 
Ltd.	929 827 951 835 
Approved	17 849 73 859 
by	77 848 91 858 
:	117 849 120 855 
SH61269	125 847 181 856 
R.Mor	735 850 833 879 
Authorised	742 881 805 889 
Signatory	808 880 864 891 
Please	747 926 782 933 
see	785 927 804 933 
overleaf	806 926 848 933 
3	874 924 882 933 
of	903 925 916 935 
4	924 924 934 933 

TAX	30 70 63 79 
Invoice	68 70 124 79 
STAR	775 89 889 110 
Health	902 101 935 108 
Personal	806 110 846 117 
&	849 111 856 117 
Caring	859 110 889 117 
Insurance	902 111 950 117 
The	767 122 786 128 
Health	788 122 822 128 
Insurance	825 122 876 128 
Specialist	879 122 931 129 
Invoice	28 142 74 151 
No.	78 142 100 150 
:	149 146 152 152 
27A071Y24P002740	175 142 310 151 
Customer	475 140 539 150 
ID	544 141 558 149 
:	638 145 641 151 
AA0029400420	662 141 764 150 
Invoice	28 160 74 169 
Date	79 160 109 169 
:	148 164 151 170 
12/04/23	174 160 231 168 
Policy	476 161 515 172 
No	519 161 538 170 
:	640 165 644 172 
P/170000/01/2024/001672	666 162 836 170 
Recipient	120 180 181 190 
Supplier	639 178 692 189 
GSTIN	27 202 71 210 
:	148 205 152 212 
GSTIN	476 200 521 209 
:	639 206 642 212 
27AAJCS4517L1ZY	663 202 795 211 
Proposer's	27 220 96 231 
:	148 222 152 228 
Mr.RAVINDRA	175 219 272 228 
M.	276 220 291 228 
SAKPAL	296 219 354 228 
NAME	478 219 520 227 
:	641 224 645 231 
Star	664 220 691 229 
Health	696 220 738 229 
and	743 221 767 229 
Allied	772 221 808 230 
Insurance	814 221 877 230 
Co	882 221 901 230 
Ltd	906 221 925 229 
Name	26 233 65 241 
-	664 237 668 240 
Zonal	672 233 709 242 
Office	714 233 751 242 
-	760 237 765 239 
Mumbai	769 233 821 242 
Address	26 252 80 261 
:	149 255 152 261 
ROOM	174 251 219 260 
NO.	224 251 249 260 
8,	254 251 265 261 
SALADANA	270 251 348 260 
CHAWL,	353 251 409 261 
Address	475 253 529 262 
:	640 255 644 262 
349	665 252 689 261 
Business	694 252 753 260 
Point,	758 252 794 262 
Unit	799 252 825 260 
No.204	829 252 878 261 
/	880 252 885 260 
KURAR	174 263 225 272 
VILLAGE	229 263 291 272 
205,2nd	665 265 718 274 
Floor,	722 265 759 275 
Near	764 265 795 273 
Sai	800 264 821 273 
Service,	825 264 878 274 
ACHARY	175 278 236 287 
DHARM	241 278 294 287 
SURWARAJI	299 278 384 287 
Western	664 280 719 289 
Express	724 280 776 290 
Highway,	781 280 841 290 
MARG	175 291 218 299 
Andheri	665 295 716 303 
(E),	721 294 743 306 
Mumbai	748 294 801 303 
-400069.	805 295 862 303 
NORTH	176 305 228 313 
MALAD	232 305 283 314 
(E)	288 305 306 316 
City	27 322 52 333 
:	147 324 151 331 
City	476 323 501 333 
:	641 324 644 331 
MUMBAI	668 322 726 331 
State	28 343 61 352 
:	148 347 152 353 
Maharashtra	175 343 257 352 
State	475 342 509 351 
:	640 344 644 350 
Maharashtra	666 342 749 351 
Pincode	28 363 80 372 
:	149 367 152 374 
400097	176 365 225 373 
Pincode	476 363 528 372 
:	640 366 644 373 
400069	666 364 715 373 
Client	27 383 65 393 
Category	69 383 128 394 
:	148 387 151 393 
IND	177 384 201 393 
Place	475 383 511 392 
of	515 383 528 392 
Supply	532 383 576 394 
:	640 387 644 394 
27	666 384 684 392 
-	687 388 692 390 
Maharashtra	696 383 779 393 
HSN	39 412 70 420 
/	73 411 79 420 
Description	94 412 165 422 
of	171 411 183 420 
Total	210 409 243 418 
Discount	275 409 332 417 
TaxableValue	358 409 446 417 
IGST	459 409 494 418 
@	498 409 511 418 
18%	517 409 545 418 
CGST	554 409 595 418 
@9%	603 410 635 419 
UT/SGST@9%	645 410 745 419 
CESS@1%	751 411 826 420 
Total	842 409 874 417 
Invoice	879 409 925 417 
Value	929 409 967 417 
SAC	43 424 72 433 
Service(s)	93 424 158 435 
A	221 432 231 440 
B	298 432 307 440 
Code	41 437 75 445 
C=A-B	362 432 422 440 
D	458 431 468 440 
=	472 434 481 438 
C	485 431 496 440 
*	501 432 505 435 
IGST	511 431 544 440 
E	581 431 590 440 
=	594 434 604 439 
C	607 431 618 440 
F	672 430 681 439 
=	685 433 695 438 
C	698 430 709 439 
G=C*Cess	756 432 826 441 
H=C+D+E+F+G	856 430 961 439 
*CGST	576 443 622 453 
*UTGST	655 443 710 452 
or	714 445 728 452 
SGST	671 456 711 465 
997133	27 478 76 487 
Insurance	94 477 157 486 
19951	208 475 246 483 
0	302 476 310 483 
19951	381 477 418 486 
1796	572 477 604 486 
1796	676 478 708 487 
Rs.	854 478 875 487 
23543	879 479 920 487 
/-	924 478 933 487 
Services	93 489 149 498 
Total	28 510 61 519 
Invoice	65 510 111 519 
Value	115 510 153 519 
(in	158 510 173 521 
Figures)	178 510 230 521 
:	309 514 312 520 
Rs.	331 512 351 521 
23543	356 512 398 521 
/-	401 512 410 520 
Total	28 531 61 540 
Invoice	66 531 112 540 
Value	116 531 153 540 
(in	158 531 174 542 
Words)	178 531 225 542 
:	309 533 312 540 
Rupees:	331 531 384 541 
Twenty-three	394 531 480 542 
thousand	482 531 544 540 
five	330 543 353 552 
hundred	358 543 411 552 
forty-three	415 543 482 554 
only	486 543 514 554 
Amount	28 562 79 571 
of	84 562 96 570 
Tax	99 562 125 571 
Subject	129 562 178 573 
to	181 563 194 571 
reverse	198 564 246 571 
Charge	251 562 299 573 
:	309 565 312 572 
No	332 563 350 572 
Important	28 588 102 599 
Note:	108 587 148 597 
The	27 613 52 622 
invoice	56 614 102 623 
is	106 614 116 623 
issued	121 613 164 622 
as	168 616 183 622 
per	188 616 209 624 
Section	213 613 261 622 
31	266 614 280 622 
of	286 613 299 622 
the	302 614 323 623 
CGST	328 613 368 623 
Act	372 613 394 622 
In	28 639 39 648 
case	44 641 75 647 
no	79 641 95 647 
GSTIN	99 639 144 647 
or	148 641 161 647 
incorrect	165 639 222 647 
GSTIN	225 639 269 647 
is	275 639 285 648 
provided	289 639 345 650 
by	350 639 365 650 
the	369 639 390 648 
Proposer	395 639 454 650 
at	458 640 470 648 
Proposal	475 639 532 649 
stage,	536 640 575 650 
Star	581 639 608 648 
Health	612 639 653 648 
and	658 639 682 647 
Allied	686 639 722 647 
Insurance	728 639 791 648 
Co	795 639 814 647 
Ltd	818 639 838 647 
shall	843 639 873 647 
not	877 640 898 648 
be	902 639 918 648 
responsible	28 652 102 662 
for	106 652 124 660 
any	128 653 152 662 
Input	156 652 189 662 
Tax	192 652 217 660 
Credit	221 651 261 660 
losses	264 652 305 660 
and	310 652 334 660 
no	339 653 355 660 
subsequent	359 652 436 662 
revision	439 652 489 660 
of	494 652 506 660 
invoice	511 651 556 660 
will	559 651 580 660 
be	585 652 601 660 
undertaken.	605 652 681 660 
I/We	29 672 55 680 
hereby	59 672 101 682 
declare	105 672 151 680 
that	155 672 179 680 
though	182 672 226 682 
our	231 674 251 680 
aggregate	255 673 317 683 
turnover	321 673 374 680 
in	378 672 388 680 
any	393 674 415 682 
preceding	419 673 482 682 
financial	485 672 538 681 
year	542 674 568 682 
from	572 672 601 680 
2017-18	605 672 652 680 
onwards	656 672 709 680 
is	714 672 724 680 
more	728 674 760 680 
than	764 672 791 680 
the	795 672 815 680 
aggregate	819 673 881 682 
turnover	884 673 937 680 
notified	29 683 75 691 
under	79 683 115 691 
sub-rule	119 683 171 691 
(4)	175 683 190 693 
of	194 683 206 691 
rule	210 683 234 691 
48,	238 683 255 692 
we	259 685 276 691 
are	281 685 300 691 
not	304 683 324 691 
required	328 683 379 693 
to	383 683 395 691 
prepare	399 685 447 693 
an	451 685 465 691 
invoice	469 683 514 691 
in	519 683 529 691 
terms	534 683 568 691 
of	573 683 585 691 
the	589 683 609 691 
provisions	613 683 678 693 
of	682 683 694 691 
the	698 683 718 691 
said	721 683 746 691 
sub-rule.	751 683 806 691 
E.	33 700 46 709 
&	50 700 60 709 
O.E	65 700 91 709 
This	32 725 59 733 
is	64 725 74 733 
a	79 727 87 733 
digitally	91 725 139 736 
signed	144 725 187 736 
document	191 725 256 733 
and	260 725 284 734 
hence	289 725 328 734 
no	333 727 349 733 
physical	354 725 406 736 
signature	411 725 471 736 
is	475 725 485 734 
required	490 725 544 736 
IRDAI	32 745 79 756 
Regn.	86 746 134 759 
No	141 746 162 756 
129	171 746 199 756 
Corporate	209 745 294 758 
Identity	301 745 363 758 
Number	369 746 436 756 
L66010TN2005PLC056649	447 746 667 756 
Email	678 745 724 756 
ID	731 745 748 756 
:	754 748 757 756 
stargst@starhealth.in	765 744 964 759 
Entered	16 831 61 839 
by	65 831 79 841 
:	116 832 119 838 
SH61269	125 831 179 839 
For	655 827 674 834 
Star	678 827 702 834 
Health	706 827 743 834 
and	747 827 769 834 
Allied	772 827 804 834 
Insurance	808 827 865 834 
Company	869 827 925 837 
Ltd.	929 827 949 834 
Approved	18 848 73 858 
by	77 848 91 858 
:	117 849 120 855 
SH61269	126 848 180 856 
R.Mrs	737 850 832 878 
Authorised	741 881 804 889 
Signatory	808 881 863 891 
Please	747 926 782 933 
see	785 928 804 933 
overleaf	806 927 848 933 
4	873 925 881 933 
of	903 926 916 934 
4	924 925 933 933 

STAR	87 28 195 62 
Star	241 27 292 41 
Health	301 27 380 41 
And	388 27 440 41 
Allied	448 27 520 42 
Insurance	530 27 655 41 
Company	664 27 785 45 
Limited	795 27 887 42 
Health	203 50 228 55 
Personal	127 57 159 62 
&	160 57 166 62 
Caring	169 57 193 62 
Insurance	203 57 240 62 
The	97 66 111 70 
Health	114 65 140 70 
InsuranceSpecialist	142 66 224 71 
Star	261 86 308 97 
Cardiac	316 86 400 97 
Care	407 86 457 97 
Insurance	465 86 579 97 
Policy	587 85 653 100 
-	661 91 669 93 
Platinum	678 86 777 97 
Unique	237 103 315 118 
Identification	322 103 475 115 
No.	484 103 520 115 
SHAHLIP22033V022122	528 103 803 115 
POLICY	415 121 499 132 
SCHEDULE	506 121 624 132 
Policy	91 142 140 153 
No.	146 142 173 151 
:	226 144 229 150 
11240288480500	245 143 361 150 
Previous	526 142 598 151 
Policy	605 142 655 153 
No	661 142 682 150 
:	704 144 708 150 
Customer	91 159 164 168 
Code	169 159 207 167 
:	227 160 230 166 
PI0003600613	246 158 356 167 
GSTIN	526 159 574 167 
:	705 160 708 166 
33AAJCS4517L1Z5	719 159 861 168 
Customer	91 175 163 184 
Name	169 176 212 184 
:	227 176 229 183 
S	246 175 255 184 
THANDAPANI	266 176 367 184 
KUMAR	373 175 427 184 
SAC	526 175 557 184 
Code	562 175 600 184 
:	705 176 708 183 
997133	719 175 775 184 
/	780 175 788 186 
Accident	793 175 858 184 
and	863 175 891 184 
Health	897 175 944 184 
Insurance	719 189 794 197 
Services	799 189 862 198 
Proposer	91 203 157 213 
Code	163 203 200 211 
:	226 204 229 210 
PI0003600613	246 203 356 212 
Issuing	526 203 580 214 
Office	586 203 628 212 
Code	635 203 672 211 
:	705 204 708 210 
121312	720 203 776 211 
Proposer	91 220 157 230 
Name	163 219 206 228 
:	227 221 229 227 
S	246 220 255 228 
THANDAPANI	266 219 367 228 
KUMAR	373 219 427 228 
Issuing	526 219 579 230 
Office	586 219 629 228 
Name	635 220 678 228 
:	705 221 708 227 
Branch	720 219 770 228 
Office	778 219 820 228 
-	826 223 831 225 
Tallakulam	837 219 918 228 
Proposer	91 236 157 247 
Address	162 236 227 245 
B-510B-510,	246 236 341 246 
Ajeez	347 236 389 247 
Issuing	526 236 580 247 
Office	586 236 629 245 
Address	634 236 695 245 
:	705 237 708 243 
No:	725 236 748 245 
13,	753 236 774 246 
3rd	782 236 806 245 
Floor,	813 236 854 246 
Second	861 236 915 245 
hagar,Reddyarpalayam,	248 249 424 260 
Street	719 249 765 257 
Puducherry	246 262 330 273 
Kamaraj	719 262 782 273 
Nagar,	788 262 837 273 
(OCPM	845 262 895 273 
Road)	901 262 944 273 
Chokkikulam	719 275 814 284 
Puducherry	246 288 330 298 
Taluk	336 288 377 297 
Puducherry	383 288 468 298 
Madurai	719 288 778 297 
City	785 288 814 298 
Tamil	819 287 860 296 
Nadu	867 288 904 297 
605010	246 301 302 310 
625002	719 301 775 310 
Phone	93 316 137 324 
No	145 316 163 324 
:	226 316 230 323 
7502580110	246 316 340 324 
Phone	526 316 571 324 
No	578 316 596 324 
:	705 316 708 323 
04524255534/4255537	719 315 898 325 
E-mail	91 332 138 341 
Id	144 332 158 341 
:	226 333 229 339 
thandapanikumar15@gmail.com	239 332 491 343 
E-mail	526 332 572 341 
Id	579 332 594 341 
:	705 333 708 339 
madurai.tallakulam@starhealt	721 332 948 342 
h.in	719 345 746 354 
Proposer	91 360 157 370 
GSTIN	163 360 211 368 
:	227 361 230 367 
NO	246 360 267 368 
Place	528 360 566 368 
of	572 360 586 368 
Supply	592 360 643 370 
:	707 360 710 367 
Tamil	718 360 759 368 
Nadu	766 360 804 369 
Proposal	91 376 154 387 
date	160 376 194 385 
